url,"name"
https://195.150.20.243/RMFMAXXX48,RMF Maxx
https://rs6-krk2.rmfstream.pl/rmf_fm,RMF FM
https://redir.atmcdn.pl/sc/o2/Eurozet/live/audio.livx,Radio ZET
https://n-11-24.dcs.redcdn.pl/sc/o2/Eurozet/live/antyradio.livx,Antyradio
https://stream2.nadaje.com:8023/;stream,Radio ZW
http://stream.radioluz.pl:8000/luzhifi.mp3,Radio LUZ PWr
